Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_tipus_accident,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud_WGS84,Latitud_WGS84
2024S000146,1,Ciutat Vella,1,el Raval,034308,Rambla,61,Dimarts,2024,1,Gener,9,17,Tarda,Abast multiple,430987.507,4581539.045,2.17352705,41.38056881
2024S000147,8,Nou Barris,50,les Roquetes,094900,Simancas,17-19,Dimarts,2024,1,Gener,9,17,Tarda,Col.lisió lateral,431247.107,4588769.685,2.17580925,41.44571505
2024S000148,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,,Dimarts,2024,1,Gener,9,18,Tarda,Abast,429260.735,4582212.738,2.15279931,41.38648649
2024S000149,4,Les Corts,20,la Maternitat i Sant Ramon,247750,Pau Gargallo,,Dimarts,2024,1,Gener,9,13,Matí,Col.lisió fronto-lateral,426080.857,4581904.764,2.11480827,41.38342664
2024S000150,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,090105,Copèrnic,,Dimarts,2024,1,Gener,9,9,Matí,Atropellament,428377.577,4583889.705,2.14203901,41.40151211
2024S000151,2,Eixample,6,la Sagrada Família,090502,Còrsega,,Dimarts,2024,1,Gener,9,20,Tarda,Col.lisió fronto-lateral,431273.075,4584744.549,2.17657793,41.40946429
2024S000152,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,23,Dimarts,2024,1,Gener,9,13,Matí,Col.lisió lateral,431432.980,4581889.441,2.17881444,41.38376284
2024S000153,2,Eixample,10,Sant Antoni,323203,Sepúlveda,,Dimecres,2024,1,Gener,10,9,Matí,Col.lisió lateral,429364.559,4581149.807,2.15416494,41.37692216
2024S000154,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo,,Dimecres,2024,1,Gener,10,8,Matí,Caiguda (dues rodes),427621.972,4585406.975,2.13281894,41.41510982
2024S000155,2,Eixample,6,la Sagrada Família,068900,Cartagena,,Dimecres,2024,1,Gener,10,11,Matí,Col.lisió fronto-lateral,431648.208,4584360.134,2.18110928,41.40603399
2024S000156,10,Sant Martí,68,el Poblenou,030409,Bac de Roda,,Dimecres,2024,1,Gener,10,13,Matí,Col.lisió fronto-lateral,433654.812,4584414.199,2.20510828,41.40668915
2024S000157,3,Sants-Montjuïc,18,Sants,333900,Tenor Masini,,Dimecres,2024,1,Gener,10,14,Tarda,Col.lisió fronto-lateral,427474.692,4581291.865,2.13154996,41.37803341
2024S000158,2,Eixample,5,el Fort Pienc,305100,Sant Joan,,Dimecres,2024,1,Gener,10,15,Tarda,Col.lisió lateral,431582.270,4582754.760,2.18050199,41.39156924
2024S000159,2,Eixample,8,l'Antiga Esquerra de l'Eixample,055807,Francesc Macià,10-11,Dimecres,2024,1,Gener,10,13,Matí,Caiguda interior vehicle,428631.838,4582893.648,2.14519793,41.39256363
2024S000160,3,Sants-Montjuïc,18,Sants,331507,Tarragona,,Dimecres,2024,1,Gener,10,16,Tarda,Col.lisió lateral,428426.742,4581528.367,2.14290630,41.38024879
2024S000161,7,Horta-Guinardó,35,el Guinardó,194406,Maragall,,Dimecres,2024,1,Gener,10,15,Tarda,Caiguda (dues rodes),431457.598,4586212.433,2.17861905,41.42270081
2024S000162,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K125,Dimecres,2024,1,Gener,10,17,Tarda,Abast multiple,430634.284,4579558.391,2.16952987,41.36269923
2024S000163,2,Eixample,6,la Sagrada Família,238400,Padilla,,Dimecres,2024,1,Gener,10,17,Tarda,Col.lisió lateral,431553.566,4584083.988,2.18000834,41.40353877
2024S000164,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,569,Dimecres,2024,1,Gener,10,18,Tarda,Col.lisió lateral,431861.687,4584585.354,2.18363774,41.40808061
2024S000165,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat,,Dimecres,2024,1,Gener,10,20,Tarda,Col.lisió fronto-lateral,428977.609,4582119.870,2.14942424,41.38562510
2024S000166,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,279600,República Argentina,,Dimecres,2024,1,Gener,10,19,Tarda,Caiguda (dues rodes),428886.957,4584568.495,2.14805240,41.40767096
2024S000167,8,Nou Barris,45,Porta,351901,Valldaura,,Dimecres,2024,1,Gener,10,18,Tarda,Col.lisió fronto-lateral,431735.719,4588048.318,2.18173959,41.43925968
2024S000168,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,,Dimecres,2024,1,Gener,10,19,Tarda,Abast,426793.069,4582325.321,2.12327446,41.38727958
2024S000169,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,,Dimecres,2024,1,Gener,10,17,Tarda,Col.lisió fronto-lateral,432395.728,4582825.005,2.19022333,41.39227075
2024S000170,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,190,Dimecres,2024,1,Gener,10,18,Tarda,Col.lisió lateral,429286.113,4583360.784,2.15296871,41.39682878
2024S000171,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,279600,República Argentina,163-165,Dimecres,2024,1,Gener,10,20,Tarda,Caiguda (dues rodes),428486.198,4584985.202,2.14320881,41.41138850
2024S000172,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701265,Litoral (Besòs),K62,Dimecres,2024,1,Gener,10,19,Tarda,Abast multiple,434599.950,4584179.693,2.21644042,41.40465451
2024S000173,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,427,Dimecres,2024,1,Gener,10,21,Tarda,Col.lisió lateral,429265.138,4583110.780,2.15274704,41.39457523
2024S000174,9,Sant Andreu,60,Sant Andreu,242509,Palomar,16,Dimecres,2024,1,Gener,10,22,Nit,Abast,432373.067,4588343.313,2.18933499,41.44197057
2024S000175,7,Horta-Guinardó,40,Montbau,024100,Harmonia,0,Dijous,2024,1,Gener,11,0,Nit,Xoc contra element estàtic,428436.742,4587511.462,2.14231800,41.43413706
2024S000176,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Riera de Cassoles,67-69,Dijous,2024,1,Gener,11,7,Matí,Abast,429037.841,4584358.303,2.14988210,41.40579118
2024S000177,2,Eixample,8,l'Antiga Esquerra de l'Eixample,070607,Casanova,240-242,Dissabte,2024,1,Gener,6,21,Tarda,Col.lisió lateral,428937.379,4582943.857,2.14884641,41.39304291
2024S000178,8,Nou Barris,50,les Roquetes,701501,B-20 (Llobregat),K145,Dijous,2024,1,Gener,11,9,Matí,Col.lisió lateral,431253.541,4588685.398,2.17589586,41.44495647
2024S000179,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,032700,Balmes,395,Dijous,2024,1,Gener,11,10,Matí,Atropellament,428098.779,4584438.698,2.13863878,41.40643177
2024S000180,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,1,Dijous,2024,1,Gener,11,12,Matí,Col.lisió lateral,432240.223,4588631.351,2.18771258,41.44455362
2024S000181,5,Sarrià-Sant Gervasi,23,Sarrià,357103,Vergós,36,Dijous,2024,1,Gener,11,11,Matí,Atropellament,427130.794,4583435.820,2.12717974,41.39731207
2024S000182,4,Les Corts,19,les Corts,701433,Mig (Ascendent),K17,Dijous,2024,1,Gener,11,13,Matí,Col.lisió lateral,427251.142,4581573.975,2.12884296,41.38055408
2024S000183,7,Horta-Guinardó,39,Sant Genís dels Agudells,226604,Natzaret,45,Dijous,2024,1,Gener,11,13,Matí,Caiguda (dues rodes),428037.934,4586382.549,2.13767955,41.42393378
2024S000184,8,Nou Barris,49,Canyelles,153158,Guineueta Vella,,Dijous,2024,1,Gener,11,5,Nit,Atropellament,430124.959,4588297.482,2.16243163,41.44136517
2024S000185,3,Sants-Montjuïc,17,Sants - Badal,030103,Bacardí,31,Dijous,2024,1,Gener,11,16,Tarda,Caiguda (dues rodes),427227.468,4580727.163,2.12866159,41.37292502
2024S000186,1,Ciutat Vella,3,la Barceloneta,132908,Ramon Trias Fargas,,Dijous,2024,1,Gener,11,15,Tarda,Col.lisió fronto-lateral,432819.785,4582205.295,2.19536400,41.38672473
2024S000187,6,Gràcia,31,la Vila de Gràcia,144601,Diagonal,,Dijous,2024,1,Gener,11,16,Tarda,Col.lisió lateral,429611.286,4583250.113,2.15687102,41.39586055
2024S000188,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,,Dijous,2024,1,Gener,11,14,Tarda,Col.lisió lateral,428860.062,4583006.330,2.14791433,41.39359874
2024S000189,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,055705,Calvó,1-2,Dijous,2024,1,Gener,11,16,Tarda,Abast,427479.717,4584923.400,2.13117493,41.41074164
2024S000190,8,Nou Barris,45,Porta,282650,Rio de Janeiro,,Dijous,2024,1,Gener,11,16,Tarda,Atropellament,431563.589,4587561.783,2.17973449,41.43486298
2024S000191,4,Les Corts,20,la Maternitat i Sant Ramon,701434,Mig (Descendent),K23,Dijous,2024,1,Gener,11,18,Tarda,Abast,427113.636,4582130.469,2.12713167,41.38555375
2024S000192,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701501,B-20 (Llobregat),E6,Dijous,2024,1,Gener,11,21,Tarda,Abast,427869.956,4585406.474,2.13578598,41.41512763
2024S000193,10,Sant Martí,71,Provençals del Poblenou,169409,Corts Catalanes,1064-1066,Dijous,2024,1,Gener,11,21,Tarda,Caiguda interior vehicle,433459.912,4585293.215,2.20267994,41.41459009
2024S000194,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,,Dijous,2024,1,Gener,11,18,Tarda,Col.lisió lateral,430786.526,4585244.587,2.17069986,41.41392619
2024S000195,6,Gràcia,31,la Vila de Gràcia,206403,Gran de Gràcia,167,Divendres,2024,1,Gener,12,3,Nit,Altres,429229.584,4584052.694,2.15221163,41.40305558
2024S000196,2,Eixample,6,la Sagrada Família,178308,Lepant,230-236,Divendres,2024,1,Gener,12,5,Nit,Col.lisió lateral,431511.503,4583962.350,2.17951893,41.40243963
2024S000197,4,Les Corts,21,Pedralbes,144601,Diagonal,678,Divendres,2024,1,Gener,12,10,Matí,Caiguda (dues rodes),426879.747,4582417.877,2.12429989,41.38812108
2024S000198,2,Eixample,5,el Fort Pienc,100800,Diputació,479,Divendres,2024,1,Gener,12,11,Matí,Atropellament,431686.263,4583850.066,2.18162213,41.40144319
2024S000199,10,Sant Martí,67,la Vila Olímpica del Poblenou,110009,Ramon Turró,106-110,Divendres,2024,1,Gener,12,9,Matí,Col.lisió lateral,432945.362,4583138.375,2.19676246,41.39513924
2024S000200,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,114-116,Divendres,2024,1,Gener,12,12,Matí,Atropellament,431103.413,4585525.087,2.17445923,41.41647980
2024S000201,3,Sants-Montjuïc,16,la Bordeta,030602,Badal,,Divendres,2024,1,Gener,12,13,Matí,Col.lisió fronto-lateral,427578.774,4580280.390,2.13291544,41.36893281
2024S000202,10,Sant Martí,67,la Vila Olímpica del Poblenou,700654,Litoral,40,Divendres,2024,1,Gener,12,14,Tarda,Abast,433218.090,4582540.822,2.20009048,41.38977993
2024S000203,4,Les Corts,19,les Corts,144601,Diagonal,634-642,Divendres,2024,1,Gener,12,13,Matí,Col.lisió lateral,427842.474,4582730.168,2.13577638,41.39102075
2024S000204,4,Les Corts,21,Pedralbes,144601,Diagonal,684,Divendres,2024,1,Gener,12,15,Tarda,Abast,426608.597,4582317.999,2.12106920,41.38719681
2024S000205,9,Sant Andreu,63,Navas,194406,Maragall,94-96,Dilluns,2024,1,Gener,15,15,Tarda,Col.lisió lateral,431644.693,4585837.251,2.18090025,41.41933762
2024S000206,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,València,,Divendres,2024,1,Gener,12,18,Tarda,Col.lisió lateral,429451.214,4582209.993,2.15507763,41.38647851
2024S000207,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,302000,Sant Gervasi,2,Divendres,2024,1,Gener,12,17,Tarda,Atropellament,427709.111,4584490.844,2.13397102,41.40686646
2024S000208,2,Eixample,7,la Dreta de l'Eixample,309406,Sant Pere,11,Divendres,2024,1,Gener,12,12,Matí,Atropellament,430820.104,4582435.324,2.17142281,41.38862695
2024S000209,6,Gràcia,31,la Vila de Gràcia,206403,Gran de Gràcia,106,Divendres,2024,1,Gener,12,19,Tarda,Col.lisió lateral,429418.607,4583801.032,2.15450214,41.40080558
2024S000210,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,570,Divendres,2024,1,Gener,12,16,Tarda,Xoc contra element estàtic,432138.337,4588318.069,2.18652821,41.44172339
2024S000211,9,Sant Andreu,61,la Sagrera,086108,Concepción Arenal,,Divendres,2024,1,Gener,12,17,Tarda,Col.lisió lateral,431905.402,4586258.163,2.18397231,41.42315078
2024S000212,10,Sant Martí,68,el Poblenou,701498,B-10 (Besòs),E23,Divendres,2024,1,Gener,12,23,Nit,Col.lisió lateral,433600.115,4582986.309,2.20461063,41.39382397
2024S000213,2,Eixample,5,el Fort Pienc,071600,Casp,71-73,Divendres,2024,1,Gener,12,21,Tarda,Abast,431319.177,4583078.941,2.17731855,41.39446662
2024S000214,4,Les Corts,19,les Corts,320704,Sarrià,,Dissabte,2024,1,Gener,13,2,Nit,Col.lisió fronto-lateral,428499.732,4582666.131,2.14364477,41.39050273
2024S000215,6,Gràcia,30,la Salut,344000,Dalt,105,Dissabte,2024,1,Gener,13,3,Nit,Caiguda (dues rodes),429705.674,4584990.867,2.15779772,41.41154716
2024S000216,1,Ciutat Vella,2,el Barri Gòtic,122904,Ferran,,Dissabte,2024,1,Gener,13,5,Nit,Altres,431033.704,4581497.549,2.17408421,41.38019904
2024S000217,8,Nou Barris,52,la Prosperitat,701268,Dalt (Llobregat),K151,Dissabte,2024,1,Gener,13,7,Matí,Xoc contra element estàtic,431822.101,4588840.201,2.18268407,41.44639924
2024S000218,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença,,Dissabte,2024,1,Gener,13,4,Nit,Xoc contra element estàtic,428876.917,4581648.350,2.14827543,41.38136938
2024S000219,7,Horta-Guinardó,38,la Teixonera,168803,Jordà,,Dissabte,2024,1,Gener,13,11,Matí,Col.lisió lateral,428427.450,4586473.164,2.14232979,41.42478473
2024S000220,9,Sant Andreu,60,Sant Andreu,366104,Virgili,,Dissabte,2024,1,Gener,13,11,Matí,Col.lisió fronto-lateral,432691.690,4587220.413,2.19327391,41.43188377
2024S000221,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701502,B-20 (Besòs),K87,Dissabte,2024,1,Gener,13,13,Matí,Abast multiple,427279.470,4585097.504,2.12875832,41.41229162
2024S000222,9,Sant Andreu,63,Navas,209900,Meridiana,225-227,Dissabte,2024,1,Gener,13,14,Tarda,Abast,432118.602,4585531.820,2.18660505,41.41662690
2024S000223,3,Sants-Montjuïc,12,la Marina del Prat Vermell,370305,Número 4 Zona Franca,,Dissabte,2024,1,Gener,13,13,Matí,Caiguda (dues rodes),427033.564,4576155.264,2.12689313,41.33172996
2024S000224,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,333,Divendres,2024,1,Gener,12,12,Matí,Atropellament,428482.561,4584062.790,2.14327436,41.40308038
2024S000225,10,Sant Martí,65,el Clot,153205,Guipúscoa,,Dissabte,2024,1,Gener,13,16,Tarda,Col.lisió fronto-lateral,432598.832,4585106.464,2.19239835,41.41283628
2024S000226,6,Gràcia,28,Vallcarca i els Penitents,014800,Anna Piferrer,18U,Dissabte,2024,1,Gener,13,10,Matí,Caiguda interior vehicle,428261.798,4585663.623,2.14044365,41.41747875
2024S000227,7,Horta-Guinardó,38,la Teixonera,352507,Vall d'Hebron,130-134,Dissabte,2024,1,Gener,13,17,Tarda,Abast,428435.519,4586389.606,2.14243625,41.42403288
2024S000228,9,Sant Andreu,59,el Bon Pastor,264308,Potosí,,Dissabte,2024,1,Gener,13,16,Tarda,Caiguda (dues rodes),433752.230,4588498.691,2.20582592,41.44348507
2024S000229,2,Eixample,6,la Sagrada Família,191204,Mallorca,,Dissabte,2024,1,Gener,13,14,Tarda,Caiguda (dues rodes),431076.400,4583988.834,2.17431112,41.40264096
2024S000230,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701502,B-20 (Besòs),K89,Dissabte,2024,1,Gener,13,15,Tarda,Abast,427429.536,4585230.890,2.13053768,41.41350654
2024S000231,9,Sant Andreu,59,el Bon Pastor,701265,Litoral (Besòs),K15,Dissabte,2024,1,Gener,13,21,Tarda,Abast,433925.278,4588192.736,2.20793076,41.44074369
2024S000232,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,,Dissabte,2024,1,Gener,13,18,Tarda,Col.lisió fronto-lateral,430974.785,4583328.332,2.17317091,41.39668330
2024S000233,2,Eixample,8,l'Antiga Esquerra de l'Eixample,018505,Aragó,,Diumenge,2024,1,Gener,14,1,Nit,Col.lisió lateral,429735.285,4582301.519,2.15846428,41.38732773
2024S000234,2,Eixample,6,la Sagrada Família,297001,Sant Antoni Maria Claret,,Divendres,2024,1,Gener,12,19,Tarda,Col.lisió fronto-lateral,430993.997,4584846.260,2.17322757,41.41035644
2024S000235,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,87,Dissabte,2024,1,Gener,13,22,Nit,Atropellament,430316.254,4580904.024,2.16557312,41.37479148
2024S000236,9,Sant Andreu,63,Navas,121402,Felip II,,Diumenge,2024,1,Gener,14,11,Matí,Col.lisió lateral,431950.934,4586153.398,2.18452894,41.42221106
2024S000237,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,78,Diumenge,2024,1,Gener,14,15,Tarda,Caiguda (dues rodes),429707.144,4582347.749,2.15812236,41.38774165
2024S000238,9,Sant Andreu,60,Sant Andreu,339101,Torras i Bages,130,Diumenge,2024,1,Gener,14,16,Tarda,Caiguda interior vehicle,432506.936,4588502.105,2.19091958,41.44341202
2024S000239,9,Sant Andreu,60,Sant Andreu,366104,Virgili,2,Diumenge,2024,1,Gener,14,15,Tarda,Altres,432751.326,4586786.738,2.19403587,41.42798279
2024S000240,3,Sants-Montjuïc,11,el Poble Sec,701266,Litoral (Llobregat),K138,Diumenge,2024,1,Gener,14,17,Tarda,Abast,429949.381,4578885.898,2.16141961,41.35658293
2024S000241,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,090502,Còrsega,,Diumenge,2024,1,Gener,14,19,Tarda,Col.lisió fronto-lateral,430510.011,4584000.073,2.16753454,41.40269340
2024S000242,3,Sants-Montjuïc,17,Sants - Badal,282252,Blanca,117,Diumenge,2024,1,Gener,14,22,Nit,Col.lisió frontal,427104.449,4580606.369,2.12720523,41.37182594
2024S000243,4,Les Corts,19,les Corts,278302,Reina Maria Cristina,,Dilluns,2024,1,Gener,15,6,Matí,Col.lisió fronto-lateral,427206.997,4582445.169,2.12821035,41.38839659
2024S000244,8,Nou Barris,53,la Trinitat Nova,701267,Dalt (Besòs),K151,Dilluns,2024,1,Gener,15,8,Matí,Encalç,431819.482,4588861.718,2.18265030,41.44659281
2024S000245,8,Nou Barris,52,la Prosperitat,701268,Dalt (Llobregat),K150,Dilluns,2024,1,Gener,15,7,Matí,Col.lisió lateral,431724.231,4588823.719,2.18151440,41.44624247
2024S000246,8,Nou Barris,48,la Guineueta,701639,Major de Nou Barris,1,Dissabte,2024,1,Gener,13,18,Tarda,Atropellament,430852.900,4587787.122,2.17120305,41.43683161
2024S000247,4,Les Corts,19,les Corts,144601,Diagonal,617-619,Dilluns,2024,1,Gener,15,10,Matí,Col.lisió lateral,427182.434,4582398.224,2.12792223,41.38797155
2024S000248,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes,208-210,Dilluns,2024,1,Gener,15,12,Matí,Col.lisió lateral,428294.964,4580274.972,2.14147883,41.36894816
2024S000249,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),E8,Dilluns,2024,1,Gener,15,12,Matí,Abast multiple,426396.342,4584242.916,2.11829669,41.40451430
2024S000250,6,Gràcia,30,la Salut,344000,Dalt,40,Dilluns,2024,1,Gener,15,12,Matí,Abast,429380.435,4584706.193,2.15393985,41.40895468
2024S000251,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,678,Dilluns,2024,1,Gener,15,12,Matí,Abast,430934.783,4582858.790,2.17274603,41.39245084
2024S000252,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria,250,Dilluns,2024,1,Gener,15,13,Matí,Caiguda interior vehicle,431442.954,4585094.901,2.17857055,41.41263431
2024S000253,7,Horta-Guinardó,43,Horta,194406,Maragall,,Dilluns,2024,1,Gener,15,13,Matí,Col.lisió lateral,430074.765,4586997.053,2.16198139,41.42964835
2024S000254,4,Les Corts,19,les Corts,320704,Sarrià,81,Dilluns,2024,1,Gener,15,13,Matí,Col.lisió lateral,427949.463,4582768.565,2.13705140,41.39137618
2024S000255,2,Eixample,7,la Dreta de l'Eixample,349207,Universitat,11,Dilluns,2024,1,Gener,15,15,Tarda,Col.lisió lateral,430256.296,4582168.260,2.16471061,41.38617287
2024S000256,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,302000,Sant Gervasi,,Dilluns,2024,1,Gener,15,15,Tarda,Col.lisió fronto-lateral,427844.465,4584814.223,2.13555167,41.40979118
2024S000257,3,Sants-Montjuïc,17,Sants - Badal,187207,Madrid,118,Dilluns,2024,1,Gener,15,17,Tarda,Abast,427231.663,4581394.682,2.12863157,41.37893749
2024S000258,6,Gràcia,31,la Vila de Gràcia,206403,Gran de Gràcia,194,Dilluns,2024,1,Gener,15,20,Tarda,Caiguda interior vehicle,429236.199,4584083.839,2.15228711,41.40333668
2024S000259,8,Nou Barris,45,Porta,282650,Rio de Janeiro,,Dilluns,2024,1,Gener,15,18,Tarda,Atropellament,431651.359,4587257.845,2.18081933,41.43213300
2024S000260,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,10,Dilluns,2024,1,Gener,15,22,Nit,Caiguda interior vehicle,431126.802,4583044.107,2.17502155,41.39413641
2024S000261,1,Ciutat Vella,3,la Barceloneta,027700,Atlàntida,,Dilluns,2024,1,Gener,15,22,Nit,Col.lisió fronto-lateral,432363.422,4581384.384,2.18999786,41.37929272
2024S000262,3,Sants-Montjuïc,15,Hostafrancs,178807,Leiva,18,Dilluns,2024,1,Gener,15,23,Nit,Col.lisió lateral,428367.184,4580805.930,2.14227953,41.37373676
2024S000263,4,Les Corts,19,les Corts,144601,Diagonal,632,Dimarts,2024,1,Gener,16,0,Nit,Col.lisió lateral,427948.613,4582755.864,2.13704274,41.39126171
2024S000264,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,,Dimarts,2024,1,Gener,16,8,Matí,Col.lisió lateral,431648.432,4583591.240,2.18119883,41.39910881
2024S000265,3,Sants-Montjuïc,11,el Poble Sec,701497,B-10 (Llobregat),K140,Dimarts,2024,1,Gener,16,9,Matí,Abast,429823.542,4578732.777,2.15993308,41.35519284
2024S000266,2,Eixample,7,la Dreta de l'Eixample,191204,Mallorca,272,Dimarts,2024,1,Gener,16,8,Matí,Xoc contra element estàtic,430246.053,4583163.854,2.16447340,41.39513898
2024S000267,2,Eixample,8,l'Antiga Esquerra de l'Eixample,018505,Aragó,212,Dimarts,2024,1,Gener,16,12,Matí,Altres,429817.133,4582361.217,2.15943621,41.38787256
2024S000268,9,Sant Andreu,57,la Trinitat Vella,701268,Dalt (Llobregat),K160,Dimarts,2024,1,Gener,16,12,Matí,Caiguda (dues rodes),432696.869,4588930.556,2.19314528,41.44728689
2024S000269,10,Sant Martí,67,la Vila Olímpica del Poblenou,700654,Litoral,42-56,Dimarts,2024,1,Gener,16,15,Tarda,Abast,433340.439,4582687.959,2.20153757,41.39111531
2024S000270,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,139805,Ganduxer,120,Dimarts,2024,1,Gener,16,9,Matí,Xoc contra element estàtic,427523.122,4584010.818,2.13180356,41.40252632
