Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_tipus_accident,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud_WGS84,Latitud_WGS84
2024S001726,7,Horta-Guinardó,35,el Guinardó,334403,Teodor Llorente,51,Diumenge,2024,3,Març,24,10,Matí,Caiguda (dues rodes),431280.631,4585721.104,2.17655733,41.41826045
2024S001727,8,Nou Barris,48,la Guineueta,356905,Verdum,1-3,Dissabte,2024,3,Març,23,17,Tarda,Abast,430941.947,4587689.862,2.17227993,41.43596329
2024S001728,2,Eixample,5,el Fort Pienc,209900,Meridiana,,Diumenge,2024,3,Març,24,12,Matí,Caiguda (dues rodes),432118.050,4583103.425,2.18687095,41.39475500
2024S001729,2,Eixample,10,Sant Antoni,198804,Paral·lel,,Diumenge,2024,3,Març,24,15,Tarda,Col.lisió fronto-lateral,430415.740,4580920.582,2.16676078,41.37494922
2024S001730,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,225500,Nàpols,,Diumenge,2024,3,Març,24,14,Tarda,Col.lisió fronto-lateral,430696.791,4583995.828,2.16976933,41.40267130
2024S001731,3,Sants-Montjuïc,18,Sants,187207,Madrid,152-154,Diumenge,2024,3,Març,24,17,Tarda,Abast,427394.621,4581507.579,2.13056665,41.37996904
2024S001732,10,Sant Martí,73,la Verneda i la Pau,318906,Santander,34,Diumenge,2024,3,Març,24,20,Tarda,Caiguda (dues rodes),433354.296,4586578.528,2.20127458,41.42615779
2024S001733,1,Ciutat Vella,1,el Raval,112208,Escudellers,,Diumenge,2024,3,Març,24,13,Matí,Xoc contra element estàtic,431149.897,4581322.978,2.17549350,41.37863667
2024S001734,7,Horta-Guinardó,43,Horta,119003,Fabra i Puig,341,Diumenge,2024,3,Març,24,23,Nit,Caiguda (dues rodes),430203.954,4587142.950,2.16351056,41.43097363
2024S001736,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,47,Dilluns,2024,3,Març,25,5,Nit,Abast,431095.746,4582234.139,2.17474230,41.38683861
2024S001737,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,032700,Balmes,,Dilluns,2024,3,Març,25,9,Matí,Col.lisió fronto-lateral,428576.435,4584035.468,2.14440053,41.40284265
2024S001738,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,,Dilluns,2024,3,Març,25,9,Matí,Col.lisió lateral,431748.635,4584647.264,2.18227829,41.40862862
2024S001739,10,Sant Martí,67,la Vila Olímpica del Poblenou,368008,Wellington,10U,Diumenge,2024,3,Març,24,17,Tarda,Caiguda interior vehicle,432561.165,4582286.965,2.19226196,41.38743866
2024S001740,8,Nou Barris,50,les Roquetes,259104,Pla de Fornells,80,Dilluns,2024,3,Març,25,16,Tarda,Xoc contra element estàtic,431158.793,4589077.573,2.17471700,41.44848051
2024S001741,9,Sant Andreu,59,el Bon Pastor,264308,Potosí,,Dilluns,2024,3,Març,25,17,Tarda,Col.lisió fronto-lateral,433499.338,4588462.360,2.20280283,41.44313693
2024S001742,5,Sarrià-Sant Gervasi,23,Sarrià,107300,Eduardo Conde,22-42,Dilluns,2024,3,Març,25,20,Tarda,Atropellament,426652.613,4583032.517,2.12150903,41.39363619
2024S001743,9,Sant Andreu,60,Sant Andreu,221950,Mossèn Clapés,,Dilluns,2024,3,Març,25,20,Tarda,Altres,432287.212,4588285.293,2.18831385,41.44144077
2024S001744,10,Sant Martí,64,el Camp de l'Arpa del Clot,310008,Sant Quintí,,Dilluns,2024,3,Març,25,22,Nit,Col.lisió fronto-lateral,431373.137,4585218.563,2.17772122,41.41374214
2024S001746,10,Sant Martí,71,Provençals del Poblenou,253902,Perú,,Dimarts,2024,3,Març,26,3,Nit,Col.lisió fronto-lateral,432810.826,4584519.806,2.19499987,41.40757018
2024S001747,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,Litoral (Llobregat),K115,Dimarts,2024,3,Març,26,9,Matí,Abast multiple,431029.277,4580384.135,2.17415802,41.37017044
2024S001748,2,Eixample,9,la Nova Esquerra de l'Eixample,040300,Berlín,,Dimarts,2024,3,Març,26,10,Matí,Col.lisió lateral,428408.372,4582110.786,2.14261778,41.38549280
2024S001749,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Dimarts,2024,3,Març,26,11,Matí,Abast,430594.162,4583143.181,2.16863945,41.39498292
2024S001750,10,Sant Martí,68,el Poblenou,110009,Ramon Turró,,Dimarts,2024,3,Març,26,11,Matí,Col.lisió fronto-lateral,433075.296,4583281.489,2.19830077,41.39643906
2024S001751,7,Horta-Guinardó,37,el Carmel,148602,Gran Vista,,Dimarts,2024,3,Març,26,11,Matí,Atropellament,429671.681,4585769.255,2.15730050,41.41855483
2024S001752,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,687,Dimarts,2024,3,Març,26,12,Matí,Abast,425387.597,4581831.030,2.10652697,41.38269852
2024S001753,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,590,Dimarts,2024,3,Març,26,10,Matí,Caiguda interior vehicle,430124.718,4582066.005,2.16314884,41.38524047
2024S001754,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,214106,Modolell,60,Dimarts,2024,3,Març,26,16,Tarda,Abast,427994.408,4583824.953,2.13746327,41.40089467
2024S001755,2,Eixample,6,la Sagrada Família,018505,Aragó,517-519,Dimarts,2024,3,Març,26,16,Tarda,Caiguda (dues rodes),431747.871,4584301.552,2.18230815,41.40551483
2024S001756,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,603,Dimarts,2024,3,Març,26,15,Tarda,Abast,430450.705,4582460.824,2.16700199,41.38882474
2024S001757,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,482,Dimarts,2024,3,Març,26,17,Tarda,Caiguda interior vehicle,429532.395,4581486.851,2.15613263,41.37997252
2024S001758,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,,Dimarts,2024,3,Març,26,18,Tarda,Atropellament,431266.996,4583221.108,2.17667828,41.39574261
2024S001759,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,,Dimarts,2024,3,Març,26,16,Tarda,Atropellament,429928.428,4580928.187,2.16093305,41.37497541
2024S001760,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,111,Dimarts,2024,3,Març,26,22,Nit,Altres,429456.874,4581990.396,2.15517090,41.38450117
2024S001761,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,700892,Garcia Fària,69-71,Dissabte,2024,3,Març,9,23,Nit,Abast,434403.016,4584111.586,2.21409195,41.40402502
2024S001762,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,,Dimarts,2024,3,Març,26,21,Tarda,Col.lisió fronto-lateral,429737.738,4581724.845,2.15856052,41.38213403
2024S001763,3,Sants-Montjuïc,12,la Marina del Prat Vermell,369408,Zona Franca,11-15,Dimecres,2024,3,Març,27,0,Nit,Xoc contra element estàtic,428561.306,4578352.423,2.14488975,41.35165607
2024S001764,9,Sant Andreu,57,la Trinitat Vella,701268,Dalt (Llobregat),K165,Dimecres,2024,3,Març,27,2,Nit,Xoc contra element estàtic,432839.501,4589349.921,2.19480599,41.45107592
2024S001765,10,Sant Martí,71,Provençals del Poblenou,169409,Corts Catalanes,940,Dimecres,2024,3,Març,27,7,Matí,Abast multiple,432815.198,4584663.899,2.19503617,41.40886835
2024S001766,8,Nou Barris,44,Vilapicina i la Torre Llobeta,024304,Arnau d'Oms,,Dimecres,2024,3,Març,27,9,Matí,Col.lisió lateral,431357.406,4586967.113,2.17733444,41.42948939
2024S001767,2,Eixample,7,la Dreta de l'Eixample,071600,Casp,,Dimecres,2024,3,Març,27,9,Matí,Atropellament,430798.026,4582553.369,2.17114527,41.38968825
2024S001768,4,Les Corts,21,Pedralbes,062507,Capità Arenas,,Dimecres,2024,3,Març,27,11,Matí,Col.lisió fronto-lateral,427092.141,4582471.601,2.12683354,41.38862424
2024S001769,7,Horta-Guinardó,40,Montbau,701502,B-20 (Besòs),K107,Dimecres,2024,3,Març,27,12,Matí,Abast,428441.278,4586554.861,2.14248559,41.42552177
2024S001770,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,21,Dimecres,2024,3,Març,27,13,Matí,Abast multiple,431037.762,4580866.711,2.17420455,41.37451760
2024S001771,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,104,Dimecres,2024,3,Març,27,12,Matí,Abast,429598.875,4582458.548,2.15681464,41.38873010
2024S001772,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria,273,Dimecres,2024,3,Març,27,12,Matí,Altres,431604.317,4585293.301,2.18047868,41.41443500
2024S001773,2,Eixample,8,l'Antiga Esquerra de l'Eixample,191204,Mallorca,,Dimecres,2024,3,Març,27,13,Matí,Col.lisió lateral,429452.600,4582399.396,2.15507213,41.38818452
2024S001774,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia,73-79,Dimecres,2024,3,Març,27,16,Tarda,Col.lisió lateral,429110.348,4583387.012,2.15086329,41.39704952
2024S001775,10,Sant Martí,65,el Clot,191204,Mallorca,615-617,Dimecres,2024,3,Març,27,16,Tarda,Caiguda interior vehicle,432195.067,4585098.834,2.18756850,41.41273358
2024S001776,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K115,Dimecres,2024,3,Març,27,18,Tarda,Abast,431047.219,4580373.322,2.17437377,41.37007459
2024S001777,10,Sant Martí,71,Provençals del Poblenou,253902,Perú,,Dimecres,2024,3,Març,27,18,Tarda,Col.lisió fronto-lateral,433092.709,4584796.525,2.19834150,41.41008604
2024S001778,4,Les Corts,21,Pedralbes,052707,Cavallers,,Dimecres,2024,3,Març,27,16,Tarda,Col.lisió fronto-lateral,425455.191,4582265.476,2.10728182,41.38661765
2024S001779,2,Eixample,5,el Fort Pienc,018505,Aragó,,Dimecres,2024,3,Març,27,18,Tarda,Col.lisió lateral,431167.042,4583702.846,2.17542793,41.40007292
2024S001780,9,Sant Andreu,61,la Sagrera,039709,Berenguer de Palou,31-33,Dimecres,2024,3,Març,27,18,Tarda,Caiguda interior vehicle,432548.161,4586307.901,2.19165806,41.42365302
2024S001781,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,734,Dimecres,2024,3,Març,27,20,Tarda,Col.lisió lateral,431441.679,4583354.531,2.17875255,41.39695923
2024S001782,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,143904,General Mitre,,Dimecres,2024,3,Març,27,22,Nit,Col.lisió fronto-lateral,427991.773,4583985.304,2.13741266,41.40233865
2024S001783,7,Horta-Guinardó,41,la Vall d'Hebron,701501,B-20 (Llobregat),S4,Dimecres,2024,3,Març,27,20,Tarda,Abast,428786.858,4587440.808,2.14651650,41.43353185
2024S001784,6,Gràcia,31,la Vila de Gràcia,312502,Santa Àgata,,Dijous,2024,3,Març,28,0,Nit,Col.lisió fronto-lateral,429281.984,4584202.233,2.15282097,41.40440704
2024S001785,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,91,Dijous,2024,3,Març,28,4,Nit,Xoc contra element estàtic,430726.767,4582609.860,2.17028656,41.39019091
2024S001786,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",235300,Olles,,Dijous,2024,3,Març,28,7,Matí,Col.lisió fronto-lateral,431804.357,4581907.531,2.18325364,41.38395736
2024S001787,8,Nou Barris,51,Verdun,009901,Almansa,66,Dijous,2024,3,Març,28,8,Matí,Abast,431150.889,4588563.658,2.17468100,41.44385120
2024S001788,7,Horta-Guinardó,38,la Teixonera,143802,General Mendoza,11,Dijous,2024,3,Març,28,10,Matí,Xoc contra element estàtic,428388.885,4586121.729,2.14190996,41.42161606
2024S001789,8,Nou Barris,45,Porta,356905,Verdum,10,Dijous,2024,3,Març,28,10,Matí,Caiguda interior vehicle,430986.229,4587702.577,2.17280847,41.43608163
2024S001790,1,Ciutat Vella,3,la Barceloneta,224904,Joan Borbó Comte Barcelona,52,Dimecres,2024,3,Març,27,18,Tarda,Atropellament,432255.668,4581155.470,2.18873493,41.37722189
2024S001791,1,Ciutat Vella,1,el Raval,157909,Hospital,66,Dijous,2024,3,Març,28,13,Matí,Atropellament,430641.066,4581501.290,2.16938856,41.38019896
2024S001792,10,Sant Martí,68,el Poblenou,701266,Litoral (Llobregat),K77,Dijous,2024,3,Març,28,13,Matí,Abast,433616.673,4583048.365,2.20480186,41.39438426
2024S001793,10,Sant Martí,68,el Poblenou,700748,Bisbe Josep Climent,1,Dijous,2024,3,Març,28,16,Tarda,Abast,433342.659,4583056.858,2.20152350,41.39443808
2024S001794,2,Eixample,7,la Dreta de l'Eixample,309406,Sant Pere,25,Dijous,2024,3,Març,28,17,Tarda,Xoc contra element estàtic,431084.235,4582562.991,2.17456721,41.38979950
2024S001795,6,Gràcia,30,la Salut,365702,Mare de Déu de Montserrat,,Dijous,2024,3,Març,28,15,Tarda,Atropellament,429995.809,4585211.440,2.16124332,41.41355912
2024S001796,9,Sant Andreu,61,la Sagrera,140407,Garcilaso,,Dilluns,2024,3,Març,18,20,Tarda,Col.lisió lateral,432039.718,4586239.139,2.18558168,41.42299082
2024S001797,9,Sant Andreu,61,la Sagrera,209900,Meridiana,253,Dijous,2024,3,Març,28,21,Tarda,Abast,432111.768,4586046.451,2.18646548,41.42126143
2024S001798,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",700059,Vallvidrera a les Planes,5,Dijous,2024,3,Març,28,20,Tarda,Xoc contra element estàtic,424683.788,4585883.916,2.09760609,41.41913525
2024S001799,7,Horta-Guinardó,42,la Clota,700651,Estatut de Catalunya,3,Divendres,2024,3,Març,29,2,Nit,Xoc contra element estàtic,429493.734,4587108.148,2.15501513,41.43059812
2024S001800,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,806-812,Divendres,2024,3,Març,29,2,Nit,Abast,431830.178,4583734.579,2.18335667,41.40041526
2024S001801,3,Sants-Montjuïc,12,la Marina del Prat Vermell,135203,Foc,,Divendres,2024,3,Març,29,2,Nit,Xoc contra element estàtic,428307.922,4578872.897,2.14179956,41.35632129
2024S001802,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,028000,Augusta,191-195,Dijous,2024,3,Març,28,21,Tarda,Abast,428231.165,4583477.797,2.14033648,41.39778916
2024S001803,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,113007,Escoles Pies,,Dimecres,2024,3,Març,27,11,Matí,Abast,427914.789,4583080.944,2.13659950,41.39418655
2024S001804,4,Les Corts,19,les Corts,343903,Corts,354,Divendres,2024,3,Març,29,7,Matí,Col.lisió lateral,428271.893,4582620.376,2.14092526,41.39007033
2024S001805,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,225500,Nàpols,,Divendres,2024,3,Març,29,10,Matí,Col.lisió fronto-lateral,430696.791,4583995.828,2.16976933,41.40267130
2024S001806,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Divendres,2024,3,Març,29,12,Matí,Abast,430403.064,4582955.169,2.16637539,41.39327304
2024S001807,8,Nou Barris,55,Ciutat Meridiana,275600,Rasos de Peguera,2,Divendres,2024,3,Març,29,14,Tarda,Xoc contra element estàtic,431547.343,4590582.245,2.17919751,41.46206576
2024S001808,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,1,Divendres,2024,3,Març,29,15,Tarda,Col.lisió fronto-lateral,431235.148,4583025.300,2.17631959,41.39397630
2024S001809,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,,Divendres,2024,3,Març,29,17,Tarda,Caiguda interior vehicle,431648.432,4583591.240,2.18119883,41.39910881
2024S001810,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,,Divendres,2024,3,Març,29,22,Nit,Col.lisió lateral,431553.841,4583500.417,2.18007765,41.39828275
2024S001811,9,Sant Andreu,63,Navas,115603,Espronceda,,Dissabte,2024,3,Març,30,2,Nit,Col.lisió fronto-lateral,432414.802,4585486.320,2.19015413,41.41624207
2024S001812,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,023403,Aribau,,Dissabte,2024,3,Març,30,9,Matí,Atropellament,428788.527,4583510.567,2.14699939,41.39813389
2024S001813,9,Sant Andreu,58,Baró de Viver,335508,Tiana,,Dissabte,2024,3,Març,30,6,Matí,Col.lisió fronto-lateral,433292.467,4589076.697,2.20025875,41.44865288
2024S001814,4,Les Corts,19,les Corts,138802,Galileu,319-323,Dissabte,2024,3,Març,30,15,Tarda,Col.lisió lateral,427446.421,4582176.033,2.13110599,41.38599423
2024S001815,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,144306,Pi i Margall,78,Dissabte,2024,3,Març,30,15,Tarda,Caiguda interior vehicle,430241.914,4584748.670,2.16424116,41.40941253
2024S001816,8,Nou Barris,45,Porta,282650,Rio de Janeiro,,Dissabte,2024,3,Març,30,17,Tarda,Atropellament,431632.619,4587818.172,2.18053163,41.43717807
2024S001817,2,Eixample,8,l'Antiga Esquerra de l'Eixample,018505,Aragó,212,Dissabte,2024,3,Març,30,17,Tarda,Abast,429817.133,4582361.217,2.15943621,41.38787256
2024S001818,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",177101,Laietana,2,Dissabte,2024,3,Març,30,17,Tarda,Abast,431656.634,4581692.370,2.18151132,41.38200692
2024S001819,9,Sant Andreu,59,el Bon Pastor,701265,Litoral (Besòs),S30,Dijous,2024,4,Abril,4,14,Tarda,Abast,433863.664,4588355.653,2.20717543,41.44220596
2024S001820,3,Sants-Montjuïc,11,el Poble Sec,316809,Santa Madrona,54,Dissabte,2024,3,Març,30,19,Tarda,Atropellament,429431.903,4580435.629,2.15505339,41.37049569
2024S001821,7,Horta-Guinardó,35,el Guinardó,293601,Sales i Ferré,,Dissabte,2024,3,Març,30,18,Tarda,Col.lisió fronto-lateral,431071.301,4585843.450,2.17403873,41.41934444
2024S001822,9,Sant Andreu,57,la Trinitat Vella,120807,Favència,,Dissabte,2024,3,Març,30,21,Tarda,Col.lisió lateral,432400.822,4588896.104,2.18960530,41.44695171
2024S001823,3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona,125,Diumenge,2024,3,Març,31,1,Nit,Caiguda (dues rodes),428699.713,4581199.499,2.14620922,41.37731105
2024S001824,10,Sant Martí,68,el Poblenou,700654,Litoral,,Diumenge,2024,3,Març,31,0,Nit,Xoc contra element estàtic,433778.049,4583138.995,2.20672214,41.39521386
2024S001825,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,,Diumenge,2024,3,Març,31,8,Matí,Col.lisió fronto-lateral,432134.809,4584834.857,2.18687719,41.41035093
2024S001826,7,Horta-Guinardó,37,el Carmel,055002,Calderón de la Barca,2-4,Dissabte,2024,3,Març,30,17,Tarda,Atropellament,429454.701,4586294.445,2.15464301,41.42326599
2024S001827,8,Nou Barris,53,la Trinitat Nova,241200,Palamós,84,Diumenge,2024,3,Març,31,13,Matí,Caiguda interior vehicle,432198.425,4589316.918,2.18713525,41.45072475
2024S001828,6,Gràcia,31,la Vila de Gràcia,251102,Perill,52,Diumenge,2024,3,Març,31,11,Matí,Xoc contra element estàtic,430127.975,4583758.731,2.16299239,41.40048659
2024S001829,7,Horta-Guinardó,43,Horta,701309,Botticelli,,Diumenge,2024,3,Març,31,21,Tarda,Caiguda (dues rodes),429270.140,4587461.066,2.15229798,41.43375703
2024S001830,7,Horta-Guinardó,41,la Vall d'Hebron,700824,Basses d'Horta,,Diumenge,2024,3,Març,31,21,Tarda,Col.lisió lateral,428615.928,4586485.595,2.14458370,41.42491347
2024S001831,1,Ciutat Vella,2,el Barri Gòtic,246204,Parc,1,Diumenge,2024,3,Març,31,21,Tarda,Xoc contra element estàtic,431390.791,4581188.908,2.17838927,41.37744973
2024S001832,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,143904,General Mitre,,Dilluns,2024,4,Abril,1,2,Nit,Xoc contra element estàtic,428665.999,4584343.609,2.14543557,41.40562591
2024S001833,3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona,,Dilluns,2024,4,Abril,1,10,Matí,Col.lisió fronto-lateral,428585.976,4581366.457,2.14482952,41.37880469
2024S001834,7,Horta-Guinardó,33,el Baix Guinardó,238400,Padilla,359-363,Dilluns,2024,4,Abril,1,11,Matí,Col.lisió lateral,430760.226,4584886.627,2.17042619,41.41069990
2024S001835,4,Les Corts,20,la Maternitat i Sant Ramon,102306,Doctor Marañón,,Dilluns,2024,4,Abril,1,12,Matí,Col.lisió fronto-lateral,426111.679,4581655.500,2.11520726,41.38118445
2024S001836,10,Sant Martí,67,la Vila Olímpica del Poblenou,701265,Litoral (Besòs),0,Dilluns,2024,4,Abril,1,16,Tarda,Xoc contra element estàtic,433363.251,4582786.072,2.20179961,41.39200089
2024S001837,2,Eixample,6,la Sagrada Família,073900,Castillejos,,Dilluns,2024,4,Abril,1,18,Tarda,Col.lisió frontal,431369.895,4584462.659,2.17776823,41.40693368
2024S001838,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de Llúria,,Dilluns,2024,4,Abril,1,17,Tarda,Col.lisió fronto-lateral,430684.511,4582858.435,2.16975271,41.39242610
2024S001839,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Dilluns,2024,4,Abril,1,20,Tarda,Col.lisió fronto-lateral,430880.868,4583424.288,2.17203660,41.39753948
2024S001840,2,Eixample,9,la Nova Esquerra de l'Eixample,054509,Calàbria,,Dilluns,2024,4,Abril,1,22,Nit,Col.lisió fronto-lateral,429347.934,4581549.100,2.15391957,41.38051699
2024S001841,2,Eixample,7,la Dreta de l'Eixample,191204,Mallorca,,Dilluns,2024,4,Abril,1,23,Nit,Abast,430311.625,4583242.671,2.16524862,41.39585455
2024S001842,3,Sants-Montjuïc,15,Hostafrancs,045803,Bordeta,68,Dimarts,2024,4,Abril,2,4,Nit,Caiguda (dues rodes),428561.029,4580768.458,2.14460172,41.37341650
2024S001843,3,Sants-Montjuïc,12,la Marina del Prat Vermell,222206,Motors,147-155,Dimarts,2024,4,Abril,2,8,Matí,Col.lisió lateral,428702.205,4578343.152,2.14657498,41.35158506
2024S001844,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,421,Dimarts,2024,4,Abril,2,9,Matí,Encalç,429332.833,4583132.798,2.15355415,41.39477950
2024S001845,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,157-161,Dimarts,2024,4,Abril,2,10,Matí,Atropellament,431750.671,4586337.217,2.18211186,41.42384966
2024S001846,2,Eixample,6,la Sagrada Família,073900,Castillejos,,Dimarts,2024,4,Abril,2,12,Matí,Atropellament,430993.997,4584846.260,2.17322757,41.41035644
2024S001847,2,Eixample,7,la Dreta de l'Eixample,089004,Consell de Cent,,Dimarts,2024,4,Abril,2,10,Matí,Xoc contra element estàtic,430687.113,4583048.435,2.16976208,41.39413760
2024S001848,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,,Dimarts,2024,4,Abril,2,14,Tarda,Col.lisió lateral,430410.296,4583715.960,2.16637439,41.40012586
2024S001849,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,,Dimarts,2024,4,Abril,2,14,Tarda,Col.lisió fronto-lateral,428666.701,4581674.198,2.14575857,41.38158357
2024S001850,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701502,B-20 (Besòs),K88,Dimarts,2024,4,Abril,2,14,Tarda,Abast,427350.840,4585168.983,2.12960360,41.41294186
2024S001851,1,Ciutat Vella,3,la Barceloneta,145706,Ginebra,,Dimarts,2024,4,Abril,2,16,Tarda,Col.lisió fronto-lateral,432227.304,4581641.089,2.18834142,41.38159335
2024S001852,1,Ciutat Vella,1,el Raval,198804,Paral·lel,32-34,Dimarts,2024,4,Abril,2,14,Tarda,Xoc contra element estàtic,430950.153,4580916.555,2.17315132,41.37495901
2024S001853,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K145,Dimarts,2024,4,Abril,2,18,Tarda,Col.lisió lateral,429180.710,4578306.438,2.15229875,41.35129663
2024S001854,2,Eixample,8,l'Antiga Esquerra de l'Eixample,032700,Balmes,83,Dimarts,2024,4,Abril,2,13,Matí,Caiguda (dues rodes),429886.425,4582706.798,2.16022489,41.39099114
2024S001855,3,Sants-Montjuïc,11,el Poble Sec,086902,Nou de la Rambla,132,Dimarts,2024,4,Abril,2,19,Tarda,Abast,430555.566,4580766.219,2.16845040,41.37357101
2024S001856,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,,Dimarts,2024,4,Abril,2,17,Tarda,Col.lisió fronto-lateral,432116.198,4582922.608,2.18686909,41.39312628
2024S001857,9,Sant Andreu,63,Navas,241608,Palència,,Dimarts,2024,4,Abril,2,15,Tarda,Caiguda (dues rodes),432320.840,4585583.279,2.18901904,41.41710744
2024S001858,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,,Dimarts,2024,4,Abril,2,19,Tarda,Abast,430311.080,4582286.328,2.16535220,41.38724102
2024S001859,3,Sants-Montjuïc,18,Sants,030602,Badal,,Dimarts,2024,4,Abril,2,19,Tarda,Col.lisió lateral,427409.238,4580907.459,2.13081335,41.37456531
2024S001860,6,Gràcia,31,la Vila de Gràcia,206403,Gran de Gràcia,,Dimarts,2024,4,Abril,2,18,Tarda,Atropellament,429497.507,4583693.131,2.15545850,41.39984069
2024S001861,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron,138-160,Dimarts,2024,4,Abril,2,16,Tarda,Col.lisió lateral,428506.237,4586566.966,2.14326148,41.42563658
2024S001862,1,Ciutat Vella,2,el Barri Gòtic,074404,Catalunya,18,Dimarts,2024,4,Abril,2,18,Tarda,Atropellament,430794.754,4582190.066,2.17114766,41.38641580
2024S001863,10,Sant Martí,71,Provençals del Poblenou,253902,Perú,174-176,Dimarts,2024,4,Abril,2,19,Tarda,Col.lisió fronto-lateral,433333.930,4585018.079,2.20120297,41.41210158
2024S001864,2,Eixample,6,la Sagrada Família,191204,Mallorca,479,Dimarts,2024,4,Abril,2,21,Tarda,Caiguda interior vehicle,431569.172,4584488.123,2.18014930,41.40718002
2024S001865,2,Eixample,6,la Sagrada Família,268003,Provença,490-492,Dimarts,2024,4,Abril,2,14,Tarda,Altres,431304.349,4584385.105,2.17699290,41.40622957
2024S001866,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,288,Dimecres,2024,4,Abril,3,8,Matí,Abast,430445.166,4582976.361,2.16687651,41.39346755
2024S001867,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),K78,Dimecres,2024,4,Abril,3,9,Matí,Col.lisió lateral,426647.543,4584456.466,2.12127577,41.40646062
2024S001868,3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona,103-115,Dimecres,2024,4,Abril,3,10,Matí,Atropellament,428779.829,4581124.956,2.14717597,41.37664676
2024S001869,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,,Dimecres,2024,4,Abril,3,9,Matí,Abast multiple,429106.161,4583595.496,2.15078877,41.39892689
2024S001870,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701268,Dalt (Llobregat),E6,Dimecres,2024,4,Abril,3,11,Matí,Abast,427869.956,4585406.474,2.13578598,41.41512763
